"ID","Title","Series","Text","Date1","Date2","Appt Pres","Case1","Case2","Case3","Citation"
1249,"Charles Evans Hughes","Justice","Hughes left his first stint on the Supreme Court to run for president against Woodrow Wilson. Losing, he later became Secretary of State and a judge on the Permanent Court of International Justice, before his nomination as Chief Justice.","1910","1916","Taft","Shreveport Rate Cases","Bailey v. Alabama","United States v. 40 Barrels & 20 Kegs of Coca-Cola",
1250,"Joseph Rucker Lamar","Justice","At the time of his appointment by President Taft, Lamar, a cousin of the earlier Justice L.Q.C. Lamar, was just the 3rd justice to be appointed by a president of the opposite party.  He died after only five years on the bench, at the age of 58.","1911","1916","Taft","Gompers v. Buck's Stove & Range Co.","Diaz v. United States (dissent)","McDonald v. Pless",
1251,"Willis Van Devanter","Justice","Van Devanter was both appointed by President Taft, and served on the Court under Chief Justice Taft; one of the ""Four Horsemen,"" he was opposed to FDR's New Deal legislation.","1911","1937","Taft","Dillon v. Gloss","Bunting v. Oregon (dissent)","Missouri v. Holland (dissent)",
1252,"Mahlon Pitney","Justice","A two-term New Jersey congressman and a state judge, Pitney was one of two justices to be appointed to the Court by President Taft and to later serve under him as Chief Justice Taft. He was forced to resign after suffering a stroke.","1912","1922","Taft","Frank v. Mangum","Duplex Printing Co. v. Deering","Coppage v. Kansas",
1253,"James Clark McReynolds","Justice","Though a Democrat who served as Attorney General under Wilson and was appointed by him to the Supreme Court, McReynolds was one of the ""Four Horsemen"" who opposed President Franklin Roosevelt's New Deal legislation.","1914","1941","Wilson","Pierce v. Soc'y of Sisters","Meyer v. Nebraska","Bunting v. Oregon (dissent)",
1254,"John Hessin Clarke","Justice","Clarke served briefly on the Court, often in dissent with Justices Holmes and Brandeis, and often in open conflict with Justice McReynolds.  A progressive, he spent his post-Court years lobbying for American entry into the League of Nations and supporting FDR's New Deal.","1916","1922","Wilson","Abrams v. United States","United States v. Wheeler (dissent)","Bailey v. Drexel Furniture Co. (dissent)",
1255,"George Sutherland","Justice","Born in England to a Mormon convert who moved the family to Utah, Sutherland served in the House & Senate from Utah before his appointment to the Court by Harding. Though one of the Four Horsemen opposed to the New Deal, he authored progressive opinions in other areas of law.","1922","1938","Harding","United States v. Curtiss-Wright Export Corp.","Euclid v. Ambler Realty Co.","Carter v. Carter Coal Co.",
1256,"Edward Terry Sanford","Justice","Though Justice Sanford did not serve long due to a sudden, unexpected death, his majority opinion in Gitlow v. New York began the Court on its long process of incorporating the Bill of Rights through the 14th Amendment to apply to the states as well as the federal government.","1923","1930","Harding","Gitlow v. New York","Corrigan v. Buckley","Whitney v. California",
1257,"Pierce Butler","Justice","Though conservative on economic matters (he was one of the ""Four Horsemen"" opposed to FDR's New Deal), Butler often dissented in favor of expansive 14th Amendment rights, as in Buck v. Bell and Palko v. Connecticut.","1923","1939","Harding","Breedlove v. Suttles","Morehead v. New York ex rel.  Tipaldo","United States v. 95 Barrels Alleged Apple Cider Vinegar",
1258,"Harlan Fiske Stone","Justice","President Coolidge's only Supreme Court nominee, Justice Stone also served as his Attorney General prior to appointment to the Court. Though he was later elevated to Chief Justice, he died 5 years later, one of the shortest tenures as Chief Justice.","1925","1941","Coolidge","Graves v. New York ex rel. O'Keefe","Miller v. Schoene","Olmstead v. United States (dissent)",
1259,"Owen Josephus Roberts","Justice","Justice Roberts had voted against New Deal legislation until FDR unveiled his court-packing plan; in West Coast Hotel v. Parrish, he changed his vote: ""the switch in time that saved nine."" Later, Justice Roberts was one of the three dissenters in Korematsu.","1930","1945","Hoover","United States v. Butler","Cantwell v. Connecticut","Betts v. Brady",
1260,"Stanley Forman Reed","Justice","Appointed by FDR while serving as Solicitor General, Reed retired at age 73 due to old age, and then lived another 22 years. Many expected him to dissent from Brown v. Bd. of Educ., but he ultimately joined the unanimous opinion.","1938","1957","F. Roosevelt","Louisiana ex rel. Francis v. Resweber","Morgan v. Virginia","Adamson v. California",
1261,"Frank Murphy","Justice","Mayor of Detroit, Governor of Michigan, Governor-General of the Philippines, Attorney General. Justice Murphy wore many hats; on the Supreme Court, he is perhaps best known for his blistering dissent in Korematsu v. United States.","1940","1949","F. Roosevelt","Chaplinsky v. New Hampshire","Thornhill v. Alabama","Korematsu v. United States (dissent)",
1262,"James Francis Byrnes","Justice","Byrnes served in the House & Senate, as Secretary of State in the aftermath of WWII, and as Governor of South Carolina. Though an ardent supporter of FDR and the New Deal, in his later years he decried Brown v. Bd. of  Educ. and supported conservative Southern policies.","1941","1942","F. Roosevelt","Edwards v. California","Southern S.S. Co. v. NLRB","Walling v. A. H. Belo Corp.",
1263,"Wiley Blount Rutledge","Justice","Serving only 6-1/2 years on the Court due to a stroke that caused his early death, Rutledge was appointed by FDR and was a part of the liberal wing of the Court in the late 1940s. One of his clerks, John Paul Stevens, later served as a justice himself.","1943","1949","F. Roosevelt","Prudential Ins. Co. v. Benjamin","Everson v. Bd. of Educ. (dissent)","Hirabayashi v. United States (concurrence)",
1264,"Harold Hitz Burton","Justice","A Republican, he was appointed by the Democrat Truman, a friend from their time together in the Senate; a decorated vet of World War I, Burton also served as mayor of Cleveland, Ohio.","1945","1958","Truman","Joint Anti-Fascist Refugee Comm. V. McGrath","United States v. Carmack","Duncan v. Kahanamoku (dissent)",
1265,"Sherman Minton","Justice","Though considered rather liberal as a Senator from Indiana, on the Court, Minton was a champion of judicial restraint.  Though a Democrat appointed by Truman, he resigned under a Republican administration leading, ironically, to the nomination of an ultimately liberal champion, William Brennan.","1949","1956","Truman","Perkins v. Benguet Mining Co. (dissent)","United States v. Int'l Boxing Club of N.Y. (dissent)","In re Murchison (dissent)",
1266,"Thomas Campbell Clark","Justice","Appointed to the Court by Truman, who later referred to Clark as his greatest mistake, Clark ultimately left the Court when LBJ appointed his son, Ramsey, as attorney general.","1949","1967","Truman","Mapp v. Ohio","Abington Sch. Dist. V. Schempp","Katzenbach v. McClung",
1267,"Charles Evans Whittaker","Justice","Though a law school classmate of Truman, Whittaker was appointed by Eisenhower, though only spent 5 years on the Court after he suffered a nervous breakdown. In his post-Court years, he spoke out against the civil rights movement and labeled the 1964 Civil Rights Act as unconstitutional.","1957","1962","Eisenhower","Fed. Power Comm'n v. Tuscarora Indian Nation","Aro Manuf. Co. v. Convertible Top Replacement Co.","Frank v. Maryland (concurrence)",
1268,"Potter Stewart","Justice","Though he later regretted it, Justice Stewart is perhaps best know for his statement in Jacobellis v. Ohio that pornography is difficult to define, but ""I know it when I see it.""","1958","1981","Eisenhower","Furman v. Georgia","Katz v. United States","Albemarle Paper Co. v. Moody",
1269,"Arthur Joseph Goldberg","Justice","One of Kennedy's two appointments to the Court, Goldberg also served as Secretary of Labor and Ambassador to the U.N.; though only on the Court for 3 years, he authored a memorable concurring opinion in Griswold v. Connecticut.","1962","1965","Kennedy","Murphy v. Waterfront Comm'n of N.Y.","Escobedo v. Illinois","Aptheker v. Sec'y of State",
1270,"Byron Raymond White","Justice","A college football hall of famer, and two-time NFL leading rusher, not to mention a two-time recipient of the Bronze Star, White was one of only two appointments to the Supreme Court by President Kennedy.","1962","1993","Kennedy","Bowers v. Hardwick","Apodaca v. Oregon","Branzburg v. Hayes",
1271,"Abe Fortas","Justice","Prior to joining the Court, Justice Fortas represented Clarence Gideon, of Gideon v. Wainwright; LBJ tried to elevate Fortas to Chief, but an ethics investigation instead led to his retirement.","1965","1969","L. Johnson","Tinker v. Des Moines Indep. Comty. Sch. Dist.","In re Gault","Brown v. Louisiana",
1272,"William H. Rehnquist","Justice","Appointed to the Court as an associate justice following a stint in the Nixon Justice Department, Rehnquist later became the 16th Chief Justice of the U.S.; in law school at Stanford, he was classmates with future colleague Sandra Day O'Connor.","1972","1986","Nixon","Jackson v. Metro. Edison Co.","Edelman v. Jordan","Danes & Moore v. Regan",
1273,"Lewis F. Powell, Jr.","Justice","Though a moderate-to-conservative Democrat, Powell was nominated to the Court by President Nixon, and thereby became the Court's swing vote, presaging the future roles of O'Connor, his mentee, and Kennedy. His solo opinion in Bakke became the controlling opinion for future affirmative action cases.","1972","1987","Nixon","Regents of the Univ. of Cal. v. Bakke","Batson v. Kentucky","Arlington Hts. V. Metro. Hous. Dev. Corp.",
1274,"Tariff Act","Public Law","In one of the first major pieces of legislation passed by the First Congress, James Madison sought to compromise between Northern & Southern interests in the passage of the Tariff Act, which ultimately placed Great Britain & France on equal footing with regard to American trade.","1789",,,,,,
1275,"Southwest Ordinance","Public Law","The Southwest Ordinance was modeled after the Northwest Ordinance, with the exception of the provisions outlawing slavery. The territory governed by the ordinance was that ceded by North Carolina to the federal government, and later became the state of Tennessee.","1790",,,,,,
1276,"Bank of the United States","Public Law","This Act established the first Bank of the United States; a sticking point between pro-bank Federalists and anti-bank Democrats. Its later re-chartering led to Chief Justice Marshall's exposition on the Necessary & Proper Clause in McCulloch v. Maryland.","1791",,,,,,
1277,"Midnight Judges Act","Public Law","This Judiciary Act, signed into law at the end of John Adams' administration, allowed Adams to appoint Federalists to new federal judgeships in advance of Jefferson's administration, leading to case of Marbury v. Madison.","1801",,,,,,
1278,"Prohibition of the Slave Trade","Public Law","Signed into law by Thomas Jefferson, the act prohibiting the slave trade was enacted by Congress to take effect at the earliest moment allowed by the U.S. Constitution.","1807",,,,,,
1279,"Nonintercourse Act","Public Law","Passed at the end of the Jefferson Administration, the Non-Intercourse Act placed an embargo on all trade with Great Britain and France, due to their continued impressment of U.S. sailors. Though in part responsible for the War of 1812, it also helped the U.S., of necessity, to become more industrialized.","1809",,,,,,
1280,"Indian Removal Act","Public Law","Strongly supported in the South, and signed into law by Andrew Jackson, the Indian Removal Act allowed the federal government to remove Indian tribes to federal land west of the Mississippi. The forced removals resulted in the ""Trail of Tears.""","1830",,,,,,
1281,"Nelson Act","Public Law","Signed into law by President McKinley, the Nelson Act was the first bankruptcy act passed by Congress to provide a semblance of creditor protection to bankrupt companies.","1841",,,,,,
1282,"Texas Annexation Resolution","Public Law","The Texas Annexation Joint Resolution, passed in the days leading up to the inauguration of President Polk, brought Texas into the Union after 9 years as a republic following its secession from Mexico. Disputes following the annexation eventually led to the Mexican War.","1850",,,,,,
1283,"First Confiscation Act","Public Law","The First Confiscation Act, signed into law by President Lincoln, allowed Union courts to conduct proceedings confiscating Confederate property used in the Confederate war effort, including slave labor.","1861",,,,,,
1284,"Enrollment Act","Public Law","Signed into law by President Lincoln, the Enrollment Act facilitated the conscription of troops into the Union Army. Inequities in the law, such as paying substitutes to take one's place, thus allowing the well-to-do to avoid conscription, led to riots in New York City and elsewhere.","1863",,,,,,
1285,"National Banking Acts","Public Law","Signed into law by President Lincoln, the National Banking Acts established the national banking system and the Office of the Comptroller of the Currency.","1864",,,,,,
1286,"Yellowstone National Park Act","Public Law","The Yellowstone National Park Act established the Yellowstone National Park as the first in the U.S., and perhaps the first such park in the world.","1872",,,,,,
1287,"Bland-Allison Act","Public Law","Overriding a veto by President Hayes, Congress required the Treasury to purchase silver for use as silver dollars, to prevent the recurrence of the recent Panic of 1873, caused in part by the reduction in the use of silver worldwide as a legal tender.","1878",,,,,,
1288,"Posse Comitatus Act","Public Law","Passed in the wake of Reconstruction, the Posse Comitatus Act was passed to limit the federal government's ability to call federal troops into service to enforce state law.","1878",,,,,,
1289,"Pendleton Civil Service Reform Act","Public Law","The Pendleton Civil Service Reform Act, signed into law by President Arthur, created the Civil Service Commission, and largely replaced the system of patronage appointments to government jobs with a merit-based system.","1883",,,,,,
1290,"Indian General Allotment Act","Public Law","Also known as the Dawes Act, the General Allotment Act was an attempt by the federal government to assimilate Indians into American society. To that end, the act disestablished tribal governments, and allotted tribal land to individual Indian owners. Considered a widespread failure, the program was ended in 1934.","1887",,,,,,
1291,"Income Tax and Wilson-Gorman Tariff Act","Public Law","A compromise measure that lowered the tariff but imposed the first-ever peacetime income tax, it was passed without President Cleveland's signature as he refused to sign it. The income tax provision was struck down by the Supreme Court in Pollock v. Farmers' Loan & Trust Co.","1894",,,,,,
1292,"Gold Standard Act","Public Law","Signed into law by President McKinley, the Gold Standard Act removed silver as a standard for redeeming paper money, thus ending ""bimetallism."" The U.S. receded from the gold standard altogether in 1933, in the midst of the Great Depression.","1900",,,,,,
1293,"Panama Canal Purchase Act","Public Law","This act allowed the U.S. to pursue the purchase of territory to build the Panama Canal, which led to a dispute with Colombia and the United States' support of Panama's separation and independence from Colombia, securing the United States' ability to build the canal.","1902",,,,,,
1294,"Antiquities Act","Public Law","The Antiquities Act allows the President, by executive order, to restrict the use of public lands. Its first invocation was by Teddy Roosevelt to proclaim Devils Tower National Monument.","1906",,,,,,
1295,"Harrison Narcotics Tax Act","Public Law","The Harrison Narcotics Tax Act, signed into law by Woodrow Wilson, regulated the trade (including manufacturing, importation, sale, and use) of opiates and cocaine. A provision applicable to doctors and their authority to prescribe certain drugs was struck down by the Supreme Court.","1914",,,,,,
1296,"Keating-Owen Act","Public Law","Passed and signed into law by President Wilson, the Keating-Owen Law sought to ban interstate commerce in goods manufactured in violation of child labor standards. The Supreme Court struck down the law in Hammer v. Dagenhart.","1916",,,,,,
1297,"Trading with the Enemy Act","Public Law","Enacted during World War II, the Trading with the Enemy Act empowers the President to restrict trade with foreign nations at war with or hostile to the United States.","1917",,,,,,
1298,"Migratory Bird Treaty Act","Public Law","Signed into law by President Wilson, the Migratory Bird Treaty Act put into effect the Migratory Bird Treaty. In Missouri v. Holland, the Supreme Court affirmed that the Supremacy Clause mandated that treaties, like federal statutes, were supreme to state laws.","1918",,,,,,
1299,"Merchant Marine Act","Public Law","More popularly-known as the Jones Act, the Merchant Marine Act, signed into law by Woodrow Wilson, has had the lasting impact of providing redress to injured seamen beyond that allowed by traditional maritime law.","1920",,,,,,
1300,"Bonus Bill","Public Law","Also known as the World War Adjusted Compensation Act, the Bonus Bill provided additional pay and other benefits to veterans of World War I.","1924",,,,,,
1301,"Glass-Steagall Act","Public Law","Passed in response to perceived causes of the stock market crash, the Glass-Steagall Act separated the operations of commercial banks and investment banks, preventing single banks from performing both roles. It was repealed in 1999.","1933",,,,,,
1302,"Walsh-Healey Public Contracts Act","Public Law","The Walsh-Healey Act was a piece of New Deal legislation establishing overtime, maximum hour, and minimum wage standards for work performed to government contracts of over $10,000.","1936",,,,,,
1303,"Hatch Act","Public Law","The Hatch Act, signed into law by President Franklin Roosevelt, was passed in response to perceived use of federal employees for campaign purposes during the 1938 congressional elections. In effect, it prohibits most executive branch employees from actively taking part in political campaigns.","1939",,,,,,
1304,"United Nations Participation Act","Public Law","As its title suggests, the United Nations Participation Act was passed by Congress to initiate the United States' entry into the United Nations following World War II, something Congress failed to achieve with the League of Nations after World War I.","1945",,,,,,
1305,"Economic Cooperation Act (Marshall Plan)","Public Law","The Economic Cooperation Act, implemented as the Marshall Plan, provided extensive American economic assistance to Western Europe in the wake of World War II, allowing Western Europe to rebuild and to contain communism.","1948",,,,,,
1306,"Central Intelligence Agency Act","Public Law","The Central Intelligence Agency Act, signed into law by President Truman, allows the CIA to avoid itemized budget lines and employ other confidential means to avoid disclosure of agency operations.","1949",,,,,,
1307,"Small Business Act","Public Law","The Small Business Act, signed into law by President Eisenhower, created the Small Business Administration, tasked with assisting the viability of small businesses and entrepreneurs through SBA-backed loans, and numerous programs and benefits designed to educate and support small businesses.","1953",,,,,,
1308,"Highway Act","Public Law","Signed into law by President Eisenhower, this act, also known as the National Interstate and Defense Highways Act, established the Interstate Highway System.","1956",,,,,,
1309,"Federal Aviation Act","Public Law","Passed by Congress and signed into law by President Eisenhower, the Federal Aviation Act created the Federal Aviation Administration, and gave it the power to regulate airline safety as well as American airspace.","1958",,,,,,
1310,"Alcoholic and Narcotic Rehabilitation Act","Public Law","The Alcoholic & Narcotic Addict Rehabilitation Act established a shift in federal policy reflecting the treatment of drug and alcohol abuse as a disease rather than as a criminal offense.","1968",,,,,,
1311,"Fair Housing Act","Public Law","Signed into law by President Lyndon Johnson, the Fair Housing Act proscribed discrimination in the sale or leasing of homes on the basis of race, color, national origin, or religion. It also covered terms and conditions of sales and leases and advertisements therefor.","1968",,,,,,
1312,"Omnibus Crime Control & Safe Streets Act","Public Law","The Omnibus Crime Control & Safe Streets Act, among other things, set the standards for federal wiretaps and prohibited interstate handgun sales. It also purported to overturn Miranda by returning to pre-Miranda standards for the admission of confessions. This last aspect was struck down by the Supreme Court in Dickerson v. U.S.","1968",,,,,,
1313,"Marine Mammal Protection Act","Public Law","The Marine Mammal Protection Act passed by Congress and signed into law by President Nixon, prohibits the taking of marine mammals, and regulates activities that threaten their environment or could otherwise harass them. It is administered primarily by the U.S. Fish & Wildlife Service, though other agencies have regulatory authority as well.","1972",,,,,,
1314,"Legal Services Corporation Act","Public Law","Created and funded by Congress, the Legal Services Corporation is a non-profit corporation set up to provide access to the courts in civil cases for impoverished litigants. The LSC is funded by a bipartisan board appointed by the president and confirmed by the Senate with no more than 6 members of the same party.","1974",,,,,,
1315,"Department of Energy Organization Act","Public Law","The Department of Energy was created in response to the 1973 Oil Crisis, prompting a new Cabinet-level department to coordinate federal energy policy. Agencies within the DOE include the Federal Energy Regulatory Commission and regional power administrations.","1977",,,,,,
1316,"Regulatory Flexibility Act","Public Law","The Regulatory Flexibility Act was a major effort in an attempt to deal with smaller regulated entities, such as individuals and small businesses, in a manner other than a ""one-size-fits-all"" approach. The Small Business Administration has saved over $200 billion.","1980",,,,,,
1317,"Balanced Budget & Emergency Deficit Control Act","Public Law","More well-known as the Gramm-Rudman-Hollings Act, this attempt at enforcing federal balanced budgets largely failed when the automatic cuts mechanism was struck down by the Supreme Court in Bowsher v. Synar.","1985",,,,,,
1318,"Immigration Reform & Control Act","Public Law","Also known as the Simpson-Mazzoli Act, the IRCA established the duty of employers to certify that their employees were legally present in the U.S., allowed some seasonal illegal immigrants to work in the U.S., and provided a ""path to citizenship"" to some illegal immigrants who met certain criteria.","1986",,,,,,
1319,"Administrative Dispute Resolution Act","Public Law","The Administrative Dispute Resolution Act requires all federal agencies to adopt policies on alternative dispute resolution in effort to avoid litigation between federal employers and employees and applicants.","1990",,,,,,
1320,"Violence Against Women Act","Public Law","In a watershed act allowing for criminal restitution and civil suits in cases not criminally prosecuted, the Violence Against Women Act federalized some aspects of criminal law dealing with violent crimes.  In United States v. Morrison, however, the Supreme Court struck down the provision allowing victims to sue their attackers in federal court.","1994",,,,,,
1321,"Children's Online Privacy Protection Act","Public Law","The Children's Online Privacy Protection Act regulates websites in their interaction with children under 13 years of age, including matters of consent and protection of private information. Regulatory enforcement is handled by the Federal Trade Commission.","1998",,,,,,
1322,"Electronic Signatures in Global & Nat'l Commerce Act","Public Law","The ""ESIGN"" Act was passed by Congress in order to ensure the validity of contracts entered into electronically, thereby increasing the ability of commerce to expand in cyberspace.","2000",,,,,,
1323,"Born-Alive Infants Protection Act","Public Law","Signed into law by President George W. Bush, the Born Alive Infants Protection Act protects the legal rights of children born as a result of a failed abortion attempt.","2002",,,,,,
1324,"Department of Homeland Security Act","Public Law","Passed in the wake of 9/11, the Department of Homeland Security Act created the newest Cabinet department, consolidating security functions such as border security, immigration, customs, and coastal water security that had previously been dispersed among several agencies and departments.","2002",,,,,,
1325,"Chisholm v. Georgia","SCt Case","In the first big case decided by the Supreme Court, the Court upheld the right of a citizen of one state to sue another state in federal court.  The backlash against the decision led to the Eleventh Amendment.","1793",,,,,,"2 Dall. 419"
1326,"Ware v. Hylton","SCt Case","The Court held that the Supremacy Clause, as applied in this case to the Treaty of Paris ending the Revolutionary War, nullified state laws allowing American debtors to escape debts owed to British creditors.","1796",,,,,,"3 Dall. 199"
1327,"Calder v. Bull","SCt Case","The Court's earliest exposition on the meaning of the Ex Post Facto Clause, the Court's opinions ultimately confined the clause to criminal law (the case at bar arising in probate).","1798",,,,,,"3 Dall. 386"
1328,"Stuart v. Laird","SCt Case","The Court upheld Congress' authority to create or disband circuit courts on a jurisdiction-transfer technicality, while also conceding the Court's previous acquiescence in the Justices' circuit-riding duties.","1803",,,,,,"1 Cr. 299"
1329,"Strawbridge v. Curtiss","SCt Case","This early Marshall Court case established the doctrine of complete diversity in federal courts; thus, all plaintiffs must be diverse (i.e., from different states) as all defendants.","1806",,,,,,"3 Cr. 267"
1330,"Bank of the United States v. Deveaux","SCt Case","In an important early diversity jurisdiction case, the Court held that corporations were citizens for purposes of diversity jurisdiction, but that their place of residence was the same as their shareholders, greatly curtailing their ability to sue in federal court. The case was not overruled until 1844.","1809",,,,,,"5 Cr. 61"
1331,"United States v. Hudson & Goodwin","SCt Case","The Court held that there is no federal common law with regard to crimes.  All federal criminal law must derive from constitutional authority.","1812",,,,,,"7 Cr. 32"
1332,"Fairfax's Devisee v. Hunter's Lessee","SCt Case","The Court essentially struck down a Virginia statute that confiscated Loyalist property during the Revolution as void under the subsequent Jay Treaty. The Virginia courts refused to follow the Court's decision, which led to Martin v. Hunter's Lessee.","1813",,,,,,"7 Cr. 603"
1333,"Sturges v. Crowninshield","SCt Case","The Court upheld a New York state insolvency law against argument that all such laws were the province of Congress (an early invocation of the dormant Commerce Clause), but held that the law did impair a valid contract, thus striking it down under the Contracts Clause.","1819",,,,,,"4 Wheat. 122"
1334,"Johnson & Graham's Lessee v. McIntosh","SCt Case","In a dispute over title to land in Illinois, and in the first case involving Native American title to such land, the Court ruled in favor of the later purchaser, whose title came from the federal government (via Virginia) over the earlier purchaser, whose title came from Native Americans.","1823",,,,,,"8 Wheat. 543"
1335,"Martin v. Mott","SCt Case","In a case arising out of the War of 1812, the Court upheld the President's authority to call out the militia, thus overruling a state court that had held otherwise in favor of a New York militiaman who had refused his orders as beyond the President's (and Congress') authority.","1827",,,,,,"12 Wheat. 19"
1336,"Ogden v. Saunders","SCt Case","Upholding a state insolvency statute against a Contracts Clause challenge, this case represented Chief Justice Marshall's only dissent in a major constitutional case during his long tenure as chief.","1827",,,,,,"12 Wheat. 213"
1337,"New York v. Miln","SCt Case","Ultimately overruled by Edwards v. California in 1941, the Miln Court distinguished between a state's ability to regulate the entry of persons, as opposed to commerce, in upholding New York's ordinance restricting a ship from disembarking indigents and undesirable aliens.","1837",,,,,,"11 Pet. 102"
1338,"Kendall v. United States ex rel. Stokes","SCt Case","The Court upheld an act of Congress imposing ministerial duties on executive officials, in this case the Postmaster General; and also held that such officials could be subjected to a writ of mandamus to enforce such acts.","1838",,,,,,"12 Pet. 524"
1339,"Bank of Augusta v. Earle","SCt Case","The Court, per Chief Justice Taney, held that a state could impose reasonable regulations on the conduct of business in that state by out-of-state corporations, so long as the regulations were clearly stated.","1839",,,,,,"38 U.S. 519"
1340,"Holmes v. Jennison","SCt Case","The Court, tied on the issue of jurisdiction, nevertheless had a majority holding that a Vermont court could not extradite a Canadian to Canada in disregard of the federal government's sole authority over foreign relations.","1840",,,,,,"14 Pet. 540"
1341,"The Amistad","SCt Case","In a pre-Dred Scott case, the Court held that slaves that had revolted on a Spanish slave ship which was later brought into U.S. waters acted within their rights and were allowed to return to Africa as free men, and not subject to return to Spanish authorities as property. Justice Barbour died on the bench during oral arguments.","1841",,,,,,"40 U.S. 518"
1342,"Dobbins v. Erie County","SCt Case","The Court struck down Pennsylvania's income tax as applied to a federal employee as violative of the doctrine of intergovernmental immunities; the doctrine has been severely limited since, however, and Dobbins has been effectively overruled.","1842",,,,,,"16 Pet. 435"
1343,"Genesee Chief v. Fitzhugh","SCt Case","The Court upheld Congress' authority over commerce on inland navigable waters, thereby expanding federal admiralty jurisdiction and extending Congress' ability to legislate pursuant to its Commerce Clause authority.","1852",,,,,,"12 How. 443"
1344,"Pennsylvania v. Wheeling & Belmont Bridge Co.","SCt Case","The Court ordered Virginia to abate a public nuisance, a bridge over the Ohio River that Pennsylvania claimed was impeding the progress of large steamboats. Over a strong dissent, the Court ordered the bridge removed or raised, despite the fact that Congress had not found it to be a nuisance. Congress later ratified the bridge.","1852",,,,,,"13 How. 518"
1345,"Ableman v. Booth","SCt Case","The Court held that a state court could not issue a writ of habeas corpus to remove someone from federal custody, in this case a fugitive slave that the federal government arrested to return to his owner under the Fugitive Slave Act","1859",,,,,,"21 How. 506"
1346,"Kentucky v. Dennison","SCt Case","Ohio refused to extradite to Kentucky a free black who had assisted a slave's escape, arguing that the alleged crime was not recognized as such in Ohio. Attempting to reach a compromise on the eve of the Civil War, the Court punted, holding that it did not have the power to force a state to abide by its obligations.","1861",,,,,,"24 How. 66"
1347,"Gelpcke v. Dubuque","SCt Case","Considered a precursor to the doctrine of substantive due process, the Court declined to follow the Iowa Supreme Court's own interpretation of the Iowa Constitution after the Iowa court had issued differing opinions.","1864",,,,,,"1 Wall. 175"
1348,"Veazie Bank v. Fenno","SCt Case","The Court upheld an increased tax rate on state bank notes, a measure to generate revenue for the Civil War. The Court held that the tax was not an unconstitutional direct tax, and that the bank's argument that the tax was excessive was best addressed to the political branches rather than to the courts.","1869",,,,,,"8 Wall. 533"
1349,"Knox v. Lee (Legal Tender Cases)","SCt Case","In 3 cases culminating in Knox v. Lee, the Court ultimately held that Congress had the authority to force creditors to accept paper money in payment of debts, arising out of the ""greenbacks"" issued during the Civil War under then-Treasury Secretary, now-Chief Justice Chase.","1871",,,,,,"79 U.S. 457"
1350,"United States v. Reese","SCt Case","While nominally upholding Congress' enforcement powers under the 15th Amendment to prevent the disenfranchisement of black voters, the Court's narrow and technical holding undermined the Congressional power, paving the way for future tests developed by Southern states to disenfranchise blacks on bases other than race.","1876",,,,,,"92 U.S. 214"
1351,"Hall v. Decuir","SCt Case","The Court struck down a Louisiana statute that had the effect of awarding damages to a black plaintiff who was denied access to a whites-only steamboat compartment, because the steamboat traveled interstate thus making the statute a burden on interstate commerce.","1878",,,,,,"95 U.S. 485"
1352,"Ex parte Yarbrough","SCt Case","The Court upheld the conviction of Klansman Yarbrough for beating a black man to prevent his voting in a federal election; though a unanimous decision, it proved to be an outlier in Supreme Court jurisprudence of the time.","1884",,,,,,"110 U.S. 651"
1353,"Santa Clara County v. S. Pac. R. Co.","SCt Case","Although the Santa Clara County case concerned only the state and local taxation of railroad property, the Court intimated at the outset an important constitutional principle: that it assumed that corporations had 14th Amendment protection.","1886",,,,,,"118 U.S. 394"
1354,"United States v. Kagama","SCt Case","In Kagama, the Court held both that Congress could usurp tribal power over criminal acts by Indians on Indian lands, while also limiting the power of states to do the same (though the latter has been considered dicta).","1886",,,,,,"118 U.S. 375"
1355,"Wabash, St. Louis & Pac. Ry. Co. v. Illinois","SCt Case","In a decision that led to the creation of the Interstate Commerce Commission, the Court held that states did not have ratemaking authority over interstate railroads under the Commerce Clause.","1886",,,,,,"118 U.S. 557"
1356,"Virginia v. Tennessee","SCt Case","Restricting the Compact Clause to only those cases that might increase state power as against the federal government, the Court rejected Virginia's argument that a previously agreed to border survey was void as not having been approved by Congress.","1893",,,,,,"148 U.S. 503"
1357,"United States v. E. C. Knight Co.","SCt Case","The Court, over a strong solo dissent from the first John Marshall Harlan, thwarted the government's antitrust suit against a company that had monopolized the production of sugar, drawing a line between Congress' Commerce Clause power between manufacture and trade.","1895",,,,,,"156 U.S. 1"
1358,"Talton v. Mayes","SCt Case","Though later limited by the Indian Bill of Rights, Talton held that a Cherokee indicted by a 5-member grand jury in a Cherokee court could not rely on the guarantees of the 5th Amendment, which did not apply to tribal courts.","1896",,,,,,"163 U.S. 376"
1359,"Maxwell v. Dow","SCt Case","The Court held that a state court's use of an 8-member jury to convict the defendant was not violative of the 14th Amendment's Due Process Clause.","1900",,,,,,"176 U.S. 581"
1360,"Champion v. Ames","SCt Case","Also known as the ""Lottery Case,"" the Court held that the interstate traffic in state lottery tickets constituted commerce such that Congress could regulate the traffic and impose criminal penalties on those who violated the law regulating such traffic.","1903",,,,,,"188 U.S. 321"
