"ID","Title","Series","Text","Date1","Date2","Appt Pres","Case1","Case2","Case3","Citation"
1319,"Administrative Dispute Resolution Act","Public Law","The Administrative Dispute Resolution Act requires all federal agencies to adopt policies on alternative dispute resolution in effort to avoid litigation between federal employers and employees and applicants.","1990",,,,,,
1320,"Violence Against Women Act","Public Law","In a watershed act allowing for criminal restitution and civil suits in cases not criminally prosecuted, the Violence Against Women Act federalized some aspects of criminal law dealing with violent crimes.  In United States v. Morrison, however, the Supreme Court struck down the provision allowing victims to sue their attackers in federal court.","1994",,,,,,
1321,"Children's Online Privacy Protection Act","Public Law","The Children's Online Privacy Protection Act regulates websites in their interaction with children under 13 years of age, including matters of consent and protection of private information. Regulatory enforcement is handled by the Federal Trade Commission.","1998",,,,,,
1322,"Electronic Signatures in Global & Nat'l Commerce Act","Public Law","The ""ESIGN"" Act was passed by Congress in order to ensure the validity of contracts entered into electronically, thereby increasing the ability of commerce to expand in cyberspace.","2000",,,,,,
1323,"Born-Alive Infants Protection Act","Public Law","Signed into law by President George W. Bush, the Born Alive Infants Protection Act protects the legal rights of children born as a result of a failed abortion attempt.","2002",,,,,,
1324,"Department of Homeland Security Act","Public Law","Passed in the wake of 9/11, the Department of Homeland Security Act created the newest Cabinet department, consolidating security functions such as border security, immigration, customs, and coastal water security that had previously been dispersed among several agencies and departments.","2002",,,,,,
1325,"Chisholm v. Georgia","SCt Case","In the first big case decided by the Supreme Court, the Court upheld the right of a citizen of one state to sue another state in federal court.  The backlash against the decision led to the Eleventh Amendment.","1793",,,,,,"2 Dall. 419"
1326,"Ware v. Hylton","SCt Case","The Court held that the Supremacy Clause, as applied in this case to the Treaty of Paris ending the Revolutionary War, nullified state laws allowing American debtors to escape debts owed to British creditors.","1796",,,,,,"3 Dall. 199"
1327,"Calder v. Bull","SCt Case","The Court's earliest exposition on the meaning of the Ex Post Facto Clause, the Court's opinions ultimately confined the clause to criminal law (the case at bar arising in probate).","1798",,,,,,"3 Dall. 386"
1328,"Stuart v. Laird","SCt Case","The Court upheld Congress' authority to create or disband circuit courts on a jurisdiction-transfer technicality, while also conceding the Court's previous acquiescence in the Justices' circuit-riding duties.","1803",,,,,,"1 Cr. 299"
1329,"Strawbridge v. Curtiss","SCt Case","This early Marshall Court case established the doctrine of complete diversity in federal courts; thus, all plaintiffs must be diverse (i.e., from different states) as all defendants.","1806",,,,,,"3 Cr. 267"
1330,"Bank of the United States v. Deveaux","SCt Case","In an important early diversity jurisdiction case, the Court held that corporations were citizens for purposes of diversity jurisdiction, but that their place of residence was the same as their shareholders, greatly curtailing their ability to sue in federal court. The case was not overruled until 1844.","1809",,,,,,"5 Cr. 61"
1331,"United States v. Hudson & Goodwin","SCt Case","The Court held that there is no federal common law with regard to crimes.  All federal criminal law must derive from constitutional authority.","1812",,,,,,"7 Cr. 32"
1332,"Fairfax's Devisee v. Hunter's Lessee","SCt Case","The Court essentially struck down a Virginia statute that confiscated Loyalist property during the Revolution as void under the subsequent Jay Treaty. The Virginia courts refused to follow the Court's decision, which led to Martin v. Hunter's Lessee.","1813",,,,,,"7 Cr. 603"
1333,"Sturges v. Crowninshield","SCt Case","The Court upheld a New York state insolvency law against argument that all such laws were the province of Congress (an early invocation of the dormant Commerce Clause), but held that the law did impair a valid contract, thus striking it down under the Contracts Clause.","1819",,,,,,"4 Wheat. 122"
1334,"Johnson & Graham's Lessee v. McIntosh","SCt Case","In a dispute over title to land in Illinois, and in the first case involving Native American title to such land, the Court ruled in favor of the later purchaser, whose title came from the federal government (via Virginia) over the earlier purchaser, whose title came from Native Americans.","1823",,,,,,"8 Wheat. 543"
1335,"Martin v. Mott","SCt Case","In a case arising out of the War of 1812, the Court upheld the President's authority to call out the militia, thus overruling a state court that had held otherwise in favor of a New York militiaman who had refused his orders as beyond the President's (and Congress') authority.","1827",,,,,,"12 Wheat. 19"
1336,"Ogden v. Saunders","SCt Case","Upholding a state insolvency statute against a Contracts Clause challenge, this case represented Chief Justice Marshall's only dissent in a major constitutional case during his long tenure as chief.","1827",,,,,,"12 Wheat. 213"
1337,"New York v. Miln","SCt Case","Ultimately overruled by Edwards v. California in 1941, the Miln Court distinguished between a state's ability to regulate the entry of persons, as opposed to commerce, in upholding New York's ordinance restricting a ship from disembarking indigents and undesirable aliens.","1837",,,,,,"11 Pet. 102"
1338,"Kendall v. United States ex rel. Stokes","SCt Case","The Court upheld an act of Congress imposing ministerial duties on executive officials, in this case the Postmaster General; and also held that such officials could be subjected to a writ of mandamus to enforce such acts.","1838",,,,,,"12 Pet. 524"
1339,"Bank of Augusta v. Earle","SCt Case","The Court, per Chief Justice Taney, held that a state could impose reasonable regulations on the conduct of business in that state by out-of-state corporations, so long as the regulations were clearly stated.","1839",,,,,,"38 U.S. 519"
1340,"Holmes v. Jennison","SCt Case","The Court, tied on the issue of jurisdiction, nevertheless had a majority holding that a Vermont court could not extradite a Canadian to Canada in disregard of the federal government's sole authority over foreign relations.","1840",,,,,,"14 Pet. 540"
1341,"The Amistad","SCt Case","In a pre-Dred Scott case, the Court held that slaves that had revolted on a Spanish slave ship which was later brought into U.S. waters acted within their rights and were allowed to return to Africa as free men, and not subject to return to Spanish authorities as property. Justice Barbour died on the bench during oral arguments.","1841",,,,,,"40 U.S. 518"
1342,"Dobbins v. Erie County","SCt Case","The Court struck down Pennsylvania's income tax as applied to a federal employee as violative of the doctrine of intergovernmental immunities; the doctrine has been severely limited since, however, and Dobbins has been effectively overruled.","1842",,,,,,"16 Pet. 435"
1343,"Genesee Chief v. Fitzhugh","SCt Case","The Court upheld Congress' authority over commerce on inland navigable waters, thereby expanding federal admiralty jurisdiction and extending Congress' ability to legislate pursuant to its Commerce Clause authority.","1852",,,,,,"12 How. 443"
1344,"Pennsylvania v. Wheeling & Belmont Bridge Co.","SCt Case","The Court ordered Virginia to abate a public nuisance, a bridge over the Ohio River that Pennsylvania claimed was impeding the progress of large steamboats. Over a strong dissent, the Court ordered the bridge removed or raised, despite the fact that Congress had not found it to be a nuisance. Congress later ratified the bridge.","1852",,,,,,"13 How. 518"
1345,"Ableman v. Booth","SCt Case","The Court held that a state court could not issue a writ of habeas corpus to remove someone from federal custody, in this case a fugitive slave that the federal government arrested to return to his owner under the Fugitive Slave Act","1859",,,,,,"21 How. 506"
1346,"Kentucky v. Dennison","SCt Case","Ohio refused to extradite to Kentucky a free black who had assisted a slave's escape, arguing that the alleged crime was not recognized as such in Ohio. Attempting to reach a compromise on the eve of the Civil War, the Court punted, holding that it did not have the power to force a state to abide by its obligations.","1861",,,,,,"24 How. 66"
1347,"Gelpcke v. Dubuque","SCt Case","Considered a precursor to the doctrine of substantive due process, the Court declined to follow the Iowa Supreme Court's own interpretation of the Iowa Constitution after the Iowa court had issued differing opinions.","1864",,,,,,"1 Wall. 175"
1348,"Veazie Bank v. Fenno","SCt Case","The Court upheld an increased tax rate on state bank notes, a measure to generate revenue for the Civil War. The Court held that the tax was not an unconstitutional direct tax, and that the bank's argument that the tax was excessive was best addressed to the political branches rather than to the courts.","1869",,,,,,"8 Wall. 533"
1349,"Knox v. Lee (Legal Tender Cases)","SCt Case","In 3 cases culminating in Knox v. Lee, the Court ultimately held that Congress had the authority to force creditors to accept paper money in payment of debts, arising out of the ""greenbacks"" issued during the Civil War under then-Treasury Secretary, now-Chief Justice Chase.","1871",,,,,,"79 U.S. 457"
1350,"United States v. Reese","SCt Case","While nominally upholding Congress' enforcement powers under the 15th Amendment to prevent the disenfranchisement of black voters, the Court's narrow and technical holding undermined the Congressional power, paving the way for future tests developed by Southern states to disenfranchise blacks on bases other than race.","1876",,,,,,"92 U.S. 214"
1351,"Hall v. Decuir","SCt Case","The Court struck down a Louisiana statute that had the effect of awarding damages to a black plaintiff who was denied access to a whites-only steamboat compartment, because the steamboat traveled interstate thus making the statute a burden on interstate commerce.","1878",,,,,,"95 U.S. 485"
1352,"Ex parte Yarbrough","SCt Case","The Court upheld the conviction of Klansman Yarbrough for beating a black man to prevent his voting in a federal election; though a unanimous decision, it proved to be an outlier in Supreme Court jurisprudence of the time.","1884",,,,,,"110 U.S. 651"
1353,"Santa Clara County v. S. Pac. R. Co.","SCt Case","Although the Santa Clara County case concerned only the state and local taxation of railroad property, the Court intimated at the outset an important constitutional principle: that it assumed that corporations had 14th Amendment protection.","1886",,,,,,"118 U.S. 394"
1354,"United States v. Kagama","SCt Case","In Kagama, the Court held both that Congress could usurp tribal power over criminal acts by Indians on Indian lands, while also limiting the power of states to do the same (though the latter has been considered dicta).","1886",,,,,,"118 U.S. 375"
1355,"Wabash, St. Louis & Pac. Ry. Co. v. Illinois","SCt Case","In a decision that led to the creation of the Interstate Commerce Commission, the Court held that states did not have ratemaking authority over interstate railroads under the Commerce Clause.","1886",,,,,,"118 U.S. 557"
1356,"Virginia v. Tennessee","SCt Case","Restricting the Compact Clause to only those cases that might increase state power as against the federal government, the Court rejected Virginia's argument that a previously agreed to border survey was void as not having been approved by Congress.","1893",,,,,,"148 U.S. 503"
1357,"United States v. E. C. Knight Co.","SCt Case","The Court, over a strong solo dissent from the first John Marshall Harlan, thwarted the government's antitrust suit against a company that had monopolized the production of sugar, drawing a line between Congress' Commerce Clause power between manufacture and trade.","1895",,,,,,"156 U.S. 1"
1358,"Talton v. Mayes","SCt Case","Though later limited by the Indian Bill of Rights, Talton held that a Cherokee indicted by a 5-member grand jury in a Cherokee court could not rely on the guarantees of the 5th Amendment, which did not apply to tribal courts.","1896",,,,,,"163 U.S. 376"
1359,"Maxwell v. Dow","SCt Case","The Court held that a state court's use of an 8-member jury to convict the defendant was not violative of the 14th Amendment's Due Process Clause.","1900",,,,,,"176 U.S. 581"
1360,"Champion v. Ames","SCt Case","Also known as the ""Lottery Case,"" the Court held that the interstate traffic in state lottery tickets constituted commerce such that Congress could regulate the traffic and impose criminal penalties on those who violated the law regulating such traffic.","1903",,,,,,"188 U.S. 321"
1361,"Adair v. United States","SCt Case","Expanding the freedom of contract and substantive due process, the Court struck down a Congressional act protecting union activity, holding that employers and employees have equal rights to contract, and that the regulation of unions was outside Congress' Commerce Clause authority.","1908",,,,,,"208 U.S. 161"
1362,"Pac. States Tel. & Tel. Co. v. Oregon","SCt Case","The Court decided that it did not have jurisdiction to decide the case, in which plaintiffs objected to a tax imposed upon them by virtue of Oregon's use of a public initiative to allow all voters to vote on proposed laws. Rather, the Court held that the complaint was properly addressed to the political branches.","1912",,,,,,"223 U.S. 118"
1363,"Frank v. Mangum","SCt Case","The Court refused to hold that the 14th Amendment's Due Process clause protected defendant from the mob atmosphere that prevailed at his trial.  In a 7-2 decision over a Holmes dissent, the Court held that any error that might've occurred at trial was cured by the fact that defendant had a right to appeal in Georgia.","1915",,,,,,"237 U.S. 309"
1364,"Abrams v. United States","SCt Case","Upholding convictions under the Sedition Act, the Court applied Justice Holmes's Clear & Present Danger Test; Holmes dissented, modifying his test to prevent against overreach by the government.","1919",,,,,,"250 U.S. 616"
1365,"Bailey v. Drexel Furniture Co.","SCt Case","The Court struck down Congress' attempt to regulate child labor via the Taxing Power, 8-1, in an opinion by Chief Justice Taft.","1922",,,,,,"259 U.S. 20"
1366,"United States v. Lanza","SCt Case","The Court upheld a subsequent federal prosecution under the Volstead Act, following an earlier state trial under state prohibition laws. Double jeopardy did not bar the second trial, as the two trials were conducted by two separate sovereigns.","1922",,,,,,"260 U.S. 377"
1367,"Adkins v. Children's Hosp.","SCt Case","Under the liberty of contract doctrine, the Court struck down a Congressional act imposing a minimum wage for women in the District of Columbia.  Future Justice Felix Frankfurter argued before the Court in favor of the act's constitutionality.","1923",,,,,,"261 U.S. 525"
1368,"O'Gorman & Young v. Hartford Fire Ins. Co.","SCt Case","In a landmark decision that would have later effects on FDR's ability to launch the New Deal, the Court upheld state regulations on fees paid to insurance agents, intimating that the use of substantive due process to enforce freedom of contract was on the wane.","1930",,,,,,"282 U.S. 251"
1369,"Ashwander v. Tenn. Valley Auth.","SCt Case","One of the most-cited decisions of the Supreme Court, the citations are usually not to the majority opinion, but to Justice Brandeis' concurrence, making the argument for constitutional avoidance: that the Court should not reach a constitutional issue if the case can be disposed of on other grounds.","1936",,,,,,"297 U.S. 288"
1370,"Hague v. Congress of Indus. Orgs.","SCt Case","Although the Court disagreed as to the basis of its holding, it struck down a city ordinance restricting public assemblies (in this case used to control labor protests), leading to the eventual establishment of public fora in later cases.","1939",,,,,,"307 U.S. 496"
1371,"Ex parte Quirin","SCt Case","The Court upheld the use of military commissions to try 7 German saboteurs captured on U.S. property during WWII. Distinguishing Ex parte Milligan, the commissions were justified because here the defendants were enemy combatants, not civilians.","1942",,,,,,"317 U.S. 1"
1372,"Yakus v. United States","SCt Case","The Court upheld Congress' authority to distribute jurisdiction between administrative agencies and Article III courts, including limited review by courts of agency decisions, subject to due process.","1944",,,,,,"321 U.S. 414"
1373,"Ballard v. United States","SCt Case","The Court reversed a mail fraud conviction of Ballard, a woman, who was convicted by an all-male jury. The case was decided on statutory grounds, but laid the framework for the development of the constitutional right to a jury composed of a fair cross section of the community.","1946",,,,,,"329 U.S. 187"
1374,"Illinois ex rel. McCollum v. Bd. of Educ.","SCt Case","In an early case delineating the separation of church and state in public schools, the Court held that public schools cannot allow religious teachers to teach religious classes on school property.","1948",,,,,,"333 U.S. 203"
1375,"Feiner v. New York","SCt Case","The Court, per Chief Justice Vinson, upheld the arrest of a street corner speaker, who was advocating armed resistance in favor of civil rights; holding that the speaker presented a clear and present danger to public safety, the arrest was upheld against a First Amendment challenge.","1951",,,,,,"340 U.S. 315"
1376,"Zorach v. Clauson","SCt Case","Distinguishing McCollum, the Court held constitutional the release of public school students for religious study outside of public school buildings.","1952",,,,,,"343 U.S. 306"
1377,"Ullman v. United States","SCt Case","The Court held that the Immunity Act, providing ""transactional"" immunity for grand jury testimony, but not blanket immunity, did not violate the 5th Amendment's protection against self-incrimination, in a case dealing with investigations of suspected Communists. ","1956",,,,,,"350 U.S. 422"
1378,"Lassiter v.  Northampton County Bd. of Elections","SCt Case","Holding that the states have the power to determine voting qualifications, the Court unanimously, through Justice Douglas, upheld a state literacy test on the grounds that it applied to black and white voters equally. The decision was undermined by later decisions upholding the Voting Rights Act.","1959",,,,,,"360 U.S. 45"
1379,"Abington Sch. Dist. v. Schempp","SCt Case","Though Abington was not much different from the earlier decision in Engel v. Vitale, it established a test for future Establishment Clause cases.","1963",,,,,,"374 U.S. 203"
1380,"Edwards v. South Carolina","SCt Case","In an 8-1 decision with only Justice Tom Clark in dissent, the Court reversed the convictions of civil rights protestors arrested on the grounds of the South Carolina capitol, holding that they could not be arrested by virtue of the First Amendment simply because the views expressed were unpopular.","1963",,,,,,"372 U.S. 229"
1381,"NAACP v. Button","SCt Case","As Southern states used ""barratry"" statutes to bar attorneys from soliciting civil rights cases, the Court held in favor of the NAACP in a suit challenging the states' methods. Thus, the Court established the idea that an organization can litigate on behalf of its members.","1963",,,,,,"371  U.S. 415"
1382,"In re Gault","SCt Case","In a landmark decision by Justice Fortas, the Court held, 8-1, that the juvenile justice system must afford at least some constitutional protections to juvenile defendants; in the case at bar, a juvenile was to be incarcerated for up to 6 years where an adult could've received 2 months and a $50 fine.","1967",,,,,,"387 U.S. 1"
1383,"Mahan v. Howell","SCt Case","In one of a number of decisions regarding the amount of population difference among legislative districts that can satisfy ""one man-one vote,"" the Court upheld a 16.4% deviation range in Virginia, acknowledging that it ""may well approach tolerable limits....""","1973",,,,,,"410 U.S. 315"
1384,"San Antonio Indep. Sch. Dist. v. Rodriguez","SCt Case","In a closely-divided 5-4 decision, the Court held that education is not a fundamental right and that poverty is not a suspect class entitled to higher 14th Amendment scrutiny, in the context of a local school district's school-funding system based on local property taxes.","1973",,,,,,"411  U.S. 1"
1385,"Jackson v. Metro. Edison Co.","SCt Case","In a case delineating the contours between private action and state action, the Court held that a utility that terminated a customer's service without due process was not engaged in state action, despite the fact that it had a state-granted partial monopoly, among other things. Then-Associate Justice Rehnquist wrote for the majority.","1974",,,,,,"419 U.S. 345"
1386,"Taylor v. Louisiana","SCt Case","The Court held that a ""volunteer-only"" jury system, or one that otherwise exempted women from service, and therefore resulted in a jury that did not reflect a fair cross-section of the community, violated the defendant's trial rights. The decision was 8-1, with only then-Associate Justice Rehnquist in dissent.","1975",,,,,,"419 U.S. 522"
1387,"Dames & Moore v. Regan","SCt Case","In a case arising out of the Iran hostage crisis, the Court upheld the president's power to negotiate with foreign powers at the expense of some citizen's interests; in this case, pending litigation by citizens against Iran in U.S. courts were funneled to a newly created claims tribunal set up to  handle all such pending and future claims.","1981",,,,,,"453 U.S. 654"
1388,"Immig. & Nat. Serv. v. Chadha","SCt Case","In a landmark separation of powers decision, the Court struck down the legislative veto, which allowed one or both houses of Congress to vote to override an agency action (in this case, an INS decision granting permanent residency) without presentment to the president.","1983",,,,,,"462 U.S. 919"
1389,"Nat'l Treas. Employees Union v. Von Raab","SCt Case","Finding an exception to the warrant requirement (as well as probable cause or even individualized suspicion), the Court upheld a federal agency's drug-testing program for employees in certain sensitive positions, including use of firearms, drug interdiction, etc.","1989",,,,,,"489 U.S. 656"
1390,"Texas v. Johnson","SCt Case","In a case arising out of the 1984 Republican Convention in Dallas, the Court held that symbolic speech, in this case the burning of an American flag, was protected by the First Amendment.","1989",,,,,,"491 U.S. 397"
1391,"California v. Acevedo","SCt Case","Synthesizing two lines of cases involving the search of closed containers found in a car, the Court eliminated the line requiring a warrant to search the container, thus holding that any closed container found in an automobile was subject to a warrantless search.","1991",,,,,,"500 U.S. 565"
1392,"Pac. Mut. Life Ins. Co. v. Haslip","SCt Case","While holding that a punitive damages award in this case was not violative of due process, the Court left open the future possibility of a due process challenge to an excessive punitive damages award where a jury had unbridled discretion.","1991",,,,,,"499 U.S. 1"
1393,"Daubert v. Merrell Dow","SCt Case","In jettisoning the Frye standard, the Court made it easier for cutting-edge scientific evidence to be introduced in federal court, while also giving judges more leeway in evaluating the admission of scientific evidence. On the downside, Daubert has created more instances of ""battles of experts.""","1993",,,,,,"509 U.S. 579"
1394,"Raines v. Byrd","SCt Case","Temporarily granting a reprieve to the line-item veto, the Court held that Congress could bestow jurisdiction upon itself to challenge a law, and must be subject to the same case-or-controversy requirements of the Constitution as other litigants.","1997",,,,,,"521 U.S. 811"
1395,"Grutter v. Bollinger","SCt Case","In a 5-4 decision, the Court narrowly upheld the University of Michigan Law School's affirmative action admissions policy, while at the same time striking down the university's undergraduate policy in a companion case.","2003",,,,,,"539 U.S. 306"
1396,"Gonzales v. Oregon","SCt Case","The Court held that the Attorney General could not, contrary to Oregon state law regulating physician-assisted suicide, enforce the Controlled Substances Act against an Oregon doctor following the Oregon law.","2006",,,,,,"546 U.S. 243"
1397,"Gonzales v. Carhart","SCt Case","In distinguishing the earlier state act struck down in Stenberg v. Carhart, the Court upheld the federal Partial Birth Abortion Ban Act.","2007",,,,,,"550 U.S. 124"
1398,"Padilla v. Kentucky","SCt Case","Extending the criminal defendant's right to counsel, the Court held that defense counsel must warn criminal defendant's of the possible adverse immigration effects of a guilty plea.","2010",,,,,,"559 U.S. 356"
1399,"United States v. Jones","SCt Case","The Court unanimously held that the use of a GPS device to track a criminal suspect requires a valid warrant under the Fourth Amendment.","2012",,,,,,"565 U.S. ___"
1400,"United States v. Windsor","SCt Case","Striking down the Defense of Marriage Act under the 5th Amendment's Due Process Clause, the Court held that the federal government could not treat same-sex married spouses differently from opposite-sex married spouses in the distribution of federal benefits, in this case, the assessment of estate taxes following a spouse's death.","2013",,,,,,"570 U.S. ___"
1401,"Alberto Gonzales","People","Alberto Gonzales was the 80th Attorney General of the U.S., appointed by President George W. Bush, for whom he also served as White House counsel. Previously, he had been a Texas Supreme Court Justice. Upon becoming AG, he became the highest-ranking Hispanic in federal office to that point.","2005","2007","G.W. Bush",,,,,
1402,"Edmund Randolph","People","Edmund Randolph was a member of the Constitutional Convention, and served as the first Attorney General and the second Secretary of State of the U.S., in both cases having been appointed by President Washington. Though he did not sign the final version of the Constitution, he ultimately voted for ratification.","1794","1795","Washington",,,,,
1403,"Edward Bates","People","A former Missouri Congressman and Presidential contender, Bates became the 26th U.S. Attorney General under Abraham Lincoln, the first Cabinet member west of the Mississippi. Upon the death of Chief Justice Taney, Lincoln nominated Salmon P. Chase to the position, which Bates had wanted; as such he resigned as AG.","1861","1864","Lincoln",,,,,
1404,"Edwin M. Stanton","People","Edwin M. Stanton served as the 25th Attorney General under President Buchanan and as the 27th Secretary of War during much of the Civil War under President Lincoln. President Grant nominated Stanton to a seat on the Supreme Court, and Stanton was confirmed but died four days later, before taking the oath of office.","1862","1868","Lincoln",,,,,
1405,"Edwin Meese","People","Edwin Meese, III served as the 75th Attorney General of the U.S. under President Reagan. Meese had worked for Reagan as Governor, and also worked in the White House prior to his nomination to AG. As AG, he's well-know for the Meese Report, which studied the societal effects of pornography.","1985","1988","Reagan",,,,,
1406,"Elliot Richardson","People","Elliot Richardson is one of only two people to hold four different Cabinet positions, including the 11th Secretary of Defense and the 69th Attorney General, both under President Nixon. He resigned as AG rather than follow Nixon's order to fire Watergate Special Prosecutor Archibald Cox.","1973","1973","Nixon",,,,,
1407,"Eric Holder","People","The 82nd and first African-American Attorney General, Eric Holder served in the Obama Administration, though he was also a Deputy Attorney General in the Clinton Administration.  He was briefly Acting Attorney General until the Senate confirmed George W. Bush's nominee, John Ashcroft.","2009","2015","Obama",,,,,
1408,"Francis Biddle","People","The 24th Solicitor General and the 58th Attorney General, Francis Biddle succeeded Justice Robert Jackson in both capacities (and was appointed by Franklin Roosevelt in each case). He was the primary American judge during the post-WWII Nuremburg trials.","1941","1945","F.D. Roosevelt",,,,,
1409,"Janet Reno","People","The 1st female, 2nd-longest serving, and 78th Attorney General of the United States, Janet Reno was appointed to that office by President Clinton.  Clinton's first two nominees, Zoe Baird and Kimba Wood, were both derailed on allegations of hiring illegal immigrants as nannies (aka ""nannygate"").","1993","2001","Clinton",,,,,
1410,"John Ashcroft","People","Previously a governor and a senator from Missouri, George W. Bush appointed John Ashcroft as the 79th Attorney General of the United States. As Attorney General, Ashcroft played a key role in post-9/11 initiatives such as passage of the USA PATRIOT Act and use of the Foreign Intelligence Surveillance Court.","2001","2005","G.W. Bush",,,,,
1411,"John Breckinridge","People","A Senator from Kentucky, John Breckinridge was appointed the 5th U.S. Attorney General, under Thomas Jefferson. He was an instrumental ally of Jefferson's in the Senate in approving the Louisiana Purchase. The first Cabinet member from west of the Alleghenys, he was 1-4 arguing before the Supreme Court.","1805","1806","Jefferson",,,,,
1412,"John N. Mitchell","People","John Mitchell was the 67th Attorney General of the U.S., serving under President Nixon, whose presidential campaigns he managed. Implicated and found guilty in the Watergate burglary and subsequent cover-up, he served 19 months in federal prison.","1968","1972","Nixon",,,,,
1413,"Levi Lincoln","People","Among many offices, Levi Lincoln served as the 4th Attorney General of the U.S. under Thomas Jefferson. Despite Lincoln’s protests, James Madison later nominated Lincoln to the Supreme Court and sent his name to the Senate, where he was confirmed. Lincoln declined, and Joseph Story eventually filled the seat.","1801","1805","Madison",,,,,
1414,"Nicholas Katzenbach","People","Briefly the 65th Attorney General under Lyndon Johnson, Nicholas Katzenbach also served as Deputy Attorney General and as Undersecretary of State. As Deputy AG, he famously confronted Alabama Governor George Wallace as Wallace attempted to keep black students from entering the University of Alabama.","1965","1966","L.B. Johnson",,,,,
1415,"Philander C. Knox","People","A senator, the 40th Secretary of State under Taft, and the 44th Attorney General under McKinley and Teddy Roosevelt, Philander Knox was initially unable to serve as Secretary of State because the position's salary was increased while he was a senator. Congress reduced the salary to its previous level, rendering him eligible.","1909","1913","Taft",,,,,
1416,"Ramsey Clark","People","The son of then-sitting Supreme Court Justice Tom Clark, Ramsey Clark was the 66th U.S. Attorney General under Lyndon Johnson. His appointment led to the resignation of Justice Clark, to avoid any conflicts of interest, and allowing LBJ to appoint Thurgood Marshall to the Court.","1967","1969","L.B. Johnson",,,,,
1417,"Richard Olney","People","The 40th Attorney General and the 34th Secretary of State, both during President Grover Cleveland's second (nonconsecutive) term, Richard Olney, as AG, was involved in putting down the Pullman Strike, first via injunction, and then via federal troops. The Supreme Court upheld the strike injunction in In re Debs.","1895","1897","Cleveland",,,,,
1418,"Robert F. Kennedy","People","A senator and the 64th Attorney General under his brother and Lyndon Johnson, Robert F. Kennedy exerted a lot of effort as attorney general on the cause of civil rights. While running for president, he was assassinated by Sirhan Sirhan shortly after winning the California Democratic Primary.","1961","1964","Kennedy",,,,,
1419,"William Pinkney","People","The 7th Attorney General, under James Madison, Pinkney also served as a congressman, senator, and ambassador to both Great Britain and Russia. A gifted orator, he was a leading Supreme Court practitioner, including arguing the winning side in McCulloch v. Maryland.","1811","1814","Madison",,,,,
1420,"William Wirt","People","The 9th and longest-serving Attorney General of the U.S., William Wirt served under Presidents James Monroe and John Quincy Adams. After his service as AG, he argued two early cases in the Supreme Court in favor of Native American rights, Cherokee Nation v. Georgia and Worcester v. Georgia.","1817","1829","Monroe",,,,,
1421,"Cass Gilbert","People","The Architect of the Supreme Court Building, finally giving the Court its permanent residence after almost 150 years. Gilbert died during construction of the building. He also designed the Woolworth Building in New York City, the world's tallest for 20 years.","1859","1934",,,,,,
1422,"Alexander Wolcott","People","Wolcott, a Connecticut lawyer, was nominated to the Supreme Court by President Madison. His nomination failed in the Senate by a vote of 9-24, much based on his support of the deeply unpopular Embargo Act. In later years, he argued against the doctrine of judicial review.","1811",,"Madison",,,,,
1423,"Caleb Cushing","People","Cushing almost served in all 3 branches of government: he represented Massachusetts in Congress, served as the 23rd Attorney General under Franklin Pierce, and was nominated by Ulysses Grant for Chief Justice, a nomination that was withdrawn when confirmation appeared unlikely.","1853","1857","Pierce",,,,,
1424,"Clement Haynsworth","People","Nominated by President Nixon to replace the resigned Justice Fortas, Haynsworth, serving on the Fourth Circuit as an Eisenhower appointee, saw his nomination derailed by allegations of stock dealings in cases in which he presided. His nomination failed in the Senate by a vote of 55-45.","1957","1981","Eisenhower",,,,,
1425,"Douglas H. Ginsburg","People","D.C. Circuit Judge Douglas Ginsburg was President Reagan's second failed nomination to succeed Justice Lewis Powell. Questions about financial improprieties and also marijuana use while a professor at Harvard led to the withdrawal of the nomination.","1986","2011","Reagan",,,,,
1426,"Ebenezer R. Hoar","People","Ebenezer Hoar was the 30th U.S. Attorney General, appointed by President Grant. Hoar also represented Massachusetts in Congress, and served as a state court judge. Grant nominated Hoar to the Supreme Court, but Hoar's resistance to party politics played a role in the Senate's failure to confirm, by vote of 33-24.","1869","1870","Grant",,,,,
1427,"Edward A. Bradford","People","Edward A. Bradford was a New Orleans attorney nominated by President Fillmore to the Supreme Court upon the death of Justice John McKinley. Fillmore, the last Whig president, could not get the Democratic Senate to bring the nomination to a vote, and subsequently failed with his next two nominees as well.","1814","1872","Fillmore",,,,,
1428,"Edward King","People","A lawyer and judge on the Philadelphia Court of Common Pleas, Edward King was twice nominated to the Supreme Court by President John Tyler. Due to a lack of support for Tyler in the Senate, however, the Senate failed to act on either nomination.","1794","1873","Tyler",,,,,
1429,"G. Harrold Carswell","People","Named to the Northern District of Florida by President Eisenhower, and the 5th Circuit by Nixon, G. Harrold Carswell was then Nixon's second nominee to replace Justice Fortas on the Supreme Court. The nomination failed, 51-45, due in part to Carswell's record on race.","1969","1970","Nixon",,,,,
1430,"George Edmund Badger","People","The 12th Secretary of the Navy under William Henry Harrison & John Tyler, Badger was a North Carolina Senator when Millard Fillmore nominated him for Associate Justice following the failed nomination of Edward Bradford. His nomination failed 26-25; he later voted for North Carolina's secession from the Union.","1841","1841","W.H. Harrison",,,,,
